Rank,City,Country,Country_Encoded,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,"Meal, Inexpensive Restaurant (USD)",Average Monthly Net Salary (After Tax),Air_Pollution_2023,Education,Taxation,Internet Access
110,Sofia,Bulgaria,8,-0.474251188,0.011761834913210643,-1.122878182,-0.768581895,-0.222136411,-0.521252295,1.165732083895473,-0.143154806,-0.200312945,-0.815987781,0.3052603646850498,-0.789278731,1.7352187979482423,0.5540639614391707
111,Kuwait City,Kuwait,32,0.6789714120185674,0.720250316,-1.208743894,-0.631849502,-0.256452025,-0.078154084,1.3101161610775471,-3.504180698,-0.891272136,-0.263719782,3.1986811436634857,-1.62035455,-2.474794816,-2.775781456
112,Ankara,Turkey,61,-1.254208501,0.046491662,0.189640558,-0.970945836,-0.325083254,0.13706504638109732,0.9839150978143415,0.7904634966306285,-1.350793539,-1.185414703,-0.073459633,-0.783503074,-0.387529881,-1.546300071
113,Brasilia,Brazil,7,-1.58569036,-1.335755472,-1.944735711,-1.266287804,1.1848037814914358,-0.57189209,-0.887730347,1.2422142884566163,-1.043886908,-1.047258052,0.19164436551050387,-1.201000581,-1.097687559,-1.107806278
114,Hong Kong,HongKong(China),23,0.2667082604729134,1.2898194868998192,-0.202888411,0.872206817,3.278056262790266,0.8586821317002965,1.0908662660973598,0.3146193292405877,-0.693376057,0.3795513643116068,-0.050736433,2.3858888208848903,1.5710763028352241,0.5301750744297214
115,Budapest,Hungary,24,-0.861444283,0.42157379940891687,-1.90793612,-0.615441615,0.49849149254099995,0.4915436146080723,0.34755564653038257,0.001405447,-0.651448921,-0.848538454,-0.247670831,-0.096818686,0.47373544580025306,0.8123293732191066
116,Novi Sad,Serbia,51,-1.360059851,0.067329559,-2.177799786,-0.85062133,1.0303835164775874,-2.141725749,0.3529032049445336,0.3387127048046407,-1.017053542,-1.046617268,0.547641163,-1.414081078,-0.463325092,-0.725053222
117,New York,UnitedStates,65,0.00765101,-0.738402439,-0.60768391,2.4692411640484164,0.3612290347509126,1.0739012624095319,0.625628684,0.079708917,2.2113358792622755,2.164347643250268,-0.39158443,1.7185941394117847,-0.582087015,0.9925577541015073
118,Paris,France,19,-0.061988036,-1.217674059,1.1832295110058144,1.0253470972697611,1.1333303598201532,0.7827224385088016,0.957177306,0.6037398360092205,0.6315214198410408,0.20956712708738354,-0.179501232,1.302540547,-1.196414442,2.382094682
119,Chennai,India,26,0.052219999,0.011761834913210643,0.21417361872446225,-1.807748079,-0.307925447,1.4663596772322547,1.4919331471586785,-1.516477214,-1.612418863,-1.080625873,0.7748731612731729,-1.409336788,-0.82636967,0.8476318395775148
120,Gurgaon,India,26,0.7876083235745169,-0.932889473,-0.313287183,-1.610853434,-0.496661326,0.035785455,2.363585168665278,-1.112913173,-1.159605802,-0.8890666,2.2795385309127596,-1.162633716,-0.895587112,0.047265647
121,Islamabad,Pakistan,43,-1.769537441,0.6230067989068055,-0.337820244,-1.824155966,1.8539582632181109,0.1750448929768443,-0.283456246,-0.088944711,-1.756648209,-1.275012827,1.9337563528535415,-1.62035455,-2.474794816,-2.775781456
122,Minsk,Belarus,4,-1.120501533,-0.807862094,-2.288198559,-1.479590337,0.17249315528954282,-0.495932397,-0.192547753,-0.841862698,-0.32274018,-1.079902786,-1.141450025,-1.414081078,0.3861123197325685,-0.194189066
123,Lviv,Ukraine,62,-1.538335808,0.13678921391190035,-0.816214925,-1.588976251,0.7387007936736523,-0.381992857,0.11761063472189297,-0.528648816,-1.23339756,-1.135903818,-0.330989231,-1.62035455,0.1698304438189444,-0.091732284
124,Sarajevo,BosniaAndHerzegovina,6,-0.986794565,-0.300806613,-0.853014516,-1.009230906,0.5671227214360433,-1.027650249,1.021348006713398,-0.010641241,-1.092522385,-0.963967834,1.3126555573660235,-1.62035455,1.9271206856171388,-0.308590292
125,Bucharest,Romania,48,-0.708238382,0.8452776949044768,-1.576739802,-0.741235416,-0.239294218,0.7320826430478053,1.5293660560577351,-0.167248182,-0.210375458,-0.852976915,0.15377236578565523,-0.610645905,0.8268831963154674,2.3406872776680983
126,Kuala Lumpur,Malaysia,36,-0.120484835,-1.460782851,0.1160413764681213,-1.145963299,-0.565292555,0.8207022851045495,1.0053053314709455,-1.311683521,-1.422908212,-0.664603929,0.19164436551050387,-0.577848423,0.48290811464480415,0.12353313111331714
127,Monterrey,Mexico,37,-1.120501533,-0.557807336,0.16510749759629179,-0.363854012,-0.445187905,-0.419972704,1.3154637194916985,0.12187232472816692,-0.240562995,-0.825911122,0.22951636523535252,-1.121379021,-0.382702161,-0.603219898
128,Ahmedabad,India,26,-1.011864622,0.5604931094074612,-0.055690047,-1.753055122,-0.513819134,0.4915436146080723,1.384981979,-1.751387625,-1.570491728,-1.147631937,2.9108539457546363,-1.162633716,-0.895587112,0.047265647
129,Moscow,Russia,49,-0.646956021,0.303492386,-0.067956578,-0.872498513,1.3563818537290449,1.9347777852464716,0.4598543732275519,-1.359870272,0.21560423731825287,-0.53177931,-0.323414831,0.26601635056059103,0.4300445757775235,0.7125269119351846
130,Guadalajara,Mexico,37,-1.443626706,-1.551080403,1.5144258286209609,-0.746704712,0.6014383358835653,0.8460221828350472,0.6577140345511355,0.8687669672137995,-0.676605203,-0.949682456,0.8581915606678397,-1.121379021,-0.382702161,-0.603219898
131,Amman,Jordan,31,-1.516051314,0.1159513174121189,-0.313287183,-0.664665276,-0.530976941,0.6561229498563104,1.6363172243407533,0.6398798993552993,-1.035501481,-1.023278605,-1.141450025,-1.62035455,-2.474794816,-2.775781456
132,Athens,Greece,22,-1.307134176,-1.09264668,-1.306876136,-0.07398134,0.7043851792261306,0.46622371687757364,0.5400677494398156,1.013327220598116,0.10827077086075944,-0.854405453,0.31283476463001936,-0.31567484,-0.463325092,-1.593016117
133,Beijing,China,10,0.2889927551510568,0.9564131429033118,0.1283079067501648,-1.085801046,3.3810031061328316,1.0739012624095319,1.673750133,-1.251450082,-1.278678866,-0.511562267,1.1157211587968106,1.6680571388056298,-1.78636188,-0.92147296
134,Medellin,Colombia,11,-1.811320868,-0.932889473,1.3181613441082825,-1.293634283,1.1333303598201532,0.45356376801232523,0.8930066047737758,1.2904010395847216,-1.434647809,-1.206060895,0.070453966,-0.988745179,-1.580942375,-0.573491505
135,Yerevan,Armenia,0,-1.830819801,1.2411977284003284,-1.270076545,-0.697481051,1.5794333476379367,-0.673171681,0.7539700860058522,-0.902096137,-0.723563594,-1.100337343,1.2444859578612961,-1.62035455,1.413934002366732,-0.705411248
136,Milan,Italy,29,-1.095431477,-0.773132267,0.47177075464735296,0.6862507634050777,1.6137489620854584,0.086425251,1.1015613829256619,0.5856698043361804,1.5019287493947784,-0.303413144,1.0324027594021434,0.14658401035257637,-1.298520729,-0.114028579
137,Panama City,Panama,44,-1.563405865,-0.488347681,-1.086078591,-0.396669787,0.10386192639449915,-0.293373215,0.7914029949049085,-0.637069006,-0.639709324,-0.932246065,-0.46732843,-1.62035455,0.8792639631382978,-1.082324799
138,Tbilisi,Georgia,20,-1.786250812,1.0119808669027304,-1.539940212,-1.047515976,0.5328071069885216,0.6941027964520583,1.342201511562453,0.3507593925866672,-0.40324028,-1.12474006,0.093177166,-1.264532811,1.413934002366732,-0.606139651
139,Delhi,India,26,0.6121179279841372,-1.301025645,-0.141555759,-1.692892869,-0.462345712,2.871614001274906,2.3368473765945232,-1.173146612,-1.159605802,-1.057228423,5.8800187241827695,-1.409130514,-0.82636967,-0.871040865
140,Quito,Ecuador,16,-1.655329406,-1.58581023,0.300039331,-1.107678229,0.3612290347509126,0.6308030521258128,0.9892626562284921,1.2422142884566163,-1.39439776,-1.130219061,-1.141450025,-1.62035455,1.1527543263192532,-0.927577897
141,Saint Petersburg,Russia,49,-1.034149116,0.1159513174121189,-0.779415334,-1.129555411,0.9102788659112613,1.6942387568067385,0.7860554364907575,-1.070749766,-0.02505752,-0.760983198,-0.505200429,0.1461714634088525,0.44332080699989984,0.21961954330688005
142,Thessaloniki,Greece,22,-1.44919783,-0.939835439,-1.503140621,-0.068512044,0.6014383358835653,-0.660511732,1.0106528898850962,0.6037398360092205,-0.064469027,-0.917749052,0.3582811642998378,-0.315262293,-0.463325092,-1.397658107
143,Shanghai,China,10,-0.176196071,0.796655936,-0.399152895,-1.00376161,4.513418382901051,1.5043395238280017,1.331506394734151,0.3146193292405877,-1.043886908,-0.588997244,0.7824475612181424,0.7309567561372154,-1.752567837,-1.376423541
144,Belgrade,Serbia,51,-1.348917604,0.14373517941182767,-1.773004287,-0.697481051,1.3563818537290449,0.16238494411159501,1.144341850238869,0.34473604869565355,-0.646417665,-1.01488962,0.5249179630891718,-1.414081078,-0.463325092,-0.725053222
145,Baku,Azerbaijan,3,-1.705469519,0.6716285574062963,-2.447663452,-1.206125551,0.5499649142122824,0.2763244838988369,1.4865855887445278,0.7844401527396158,-0.995251431,-1.165121236,0.3052603646850498,-1.62035455,0.35473213684331484,-2.010275343
146,Istanbul,Turkey,61,-1.401843279,-0.530023474,0.2877728004167162,-0.861559922,0.8931210586875008,2.061377273898963,1.1496894086530196,0.8808136549958261,-1.082459873,-1.177307898,0.22194196529038268,-0.732347253,-0.387529881,-0.917491478
147,Belo Horizonte,Brazil,7,-1.978454578,-1.419107058,-0.362353305,-1.342857944,1.1504881670439142,1.0739012624095319,0.28873250397472244,1.2120975690015505,-1.293772635,-1.219329248,0.036369167,-1.201000581,-1.097687559,-1.107806278
148,Odessa (Odesa),Ukraine,62,-1.652543844,-0.967619301,-2.042867953,-1.512406111,0.5156492997647608,0.1877048418420936,0.8555736958747195,0.03754551,-1.074074446,-1.20476169,-0.45217963,-1.62035455,0.1698304438189444,-0.091732284
149,Skopje,NorthMacedonia,40,-1.293206367,-0.460563819,-1.589006333,-1.107678229,0.49849149254099995,-0.989670403,1.9571707291898084,-0.125084775,-1.981377654,-1.401929296,0.880914761,-1.414081078,2.0994703054858075,-0.376010039
150,Kolkata,India,26,-0.855873159,-0.404996095,-0.963413288,-1.846033149,-0.462345712,3.074173183118892,1.7004879253105645,-1.052679734,-1.645960572,-1.086745658,2.6684731475156047,-1.162633716,-0.895587112,0.047265647
